Sample	Family	Gender	Population	Population Description	Super Population	Super Population Description
HG02397	HG02397	male	CDX	Chinese Dai in Xishuangbanna, China	EAS	East Asian
HG02398	HG02398	male	CDX	Chinese Dai in Xishuangbanna, China	EAS	East Asian
HG02399	HG02399	male	CDX	Chinese Dai in Xishuangbanna, China	EAS	East Asian
HG02401	HG02401	male	CDX	Chinese Dai in Xishuangbanna, China	EAS	East Asian
HG02402	HG02402	male	CDX	Chinese Dai in Xishuangbanna, China	EAS	East Asian
HG02405	HG02405	male	CDX	Chinese Dai in Xishuangbanna, China	EAS	East Asian
HG02406	HG02406	male	CDX	Chinese Dai in Xishuangbanna, China	EAS	East Asian
HG02407	HG02407	male	CDX	Chinese Dai in Xishuangbanna, China	EAS	East Asian
HG02408	HG02408	male	CDX	Chinese Dai in Xishuangbanna, China	EAS	East Asian
HG02409	HG02409	male	CDX	Chinese Dai in Xishuangbanna, China	EAS	East Asian
HG02410	HG02410	male	CDX	Chinese Dai in Xishuangbanna, China	EAS	East Asian
HG02415	PEL58	female	PEL	Peruvian in Lima, Peru	AMR	American
HG02419	BB36	female	ACB	African Caribbean in Barbados	AFR	African
HG02420	BB37	male	ACB	African Caribbean in Barbados	AFR	African
HG02425	PEL59	female	PEL	Peruvian in Lima, Peru	AMR	American
HG02427	BB37	female	ACB	African Caribbean in Barbados	AFR	African
HG02428	BB37	male	ACB	African Caribbean in Barbados	AFR	African
HG02429	BB39	male	ACB	African Caribbean in Barbados	AFR	African
HG02433	BB41	male	ACB	African Caribbean in Barbados	AFR	African
HG02436	BB40	male	ACB	African Caribbean in Barbados	AFR	African
HG02439	BB42	male	ACB	African Caribbean in Barbados	AFR	African
HG02442	BB43	male	ACB	African Caribbean in Barbados	AFR	African
HG02445	BB44	male	ACB	African Caribbean in Barbados	AFR	African
HG02449	BB46	male	ACB	African Caribbean in Barbados	AFR	African
HG02450	BB46	female	ACB	African Caribbean in Barbados	AFR	African
HG02451	BB46	female	ACB	African Caribbean in Barbados	AFR	African
HG02455	BB48	male	ACB	African Caribbean in Barbados	AFR	African
HG02461	GB15	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02462	GB15	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02463	GB15	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02464	GB16	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02465	GB16	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02466	GB16	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02470	BB49	male	ACB	African Caribbean in Barbados	AFR	African
HG02471	BB49	female	ACB	African Caribbean in Barbados	AFR	African
HG02476	BB51	female	ACB	African Caribbean in Barbados	AFR	African
HG02477	BB52	female	ACB	African Caribbean in Barbados	AFR	African
HG02478	BB53	male	ACB	African Caribbean in Barbados	AFR	African
HG02479	BB53	female	ACB	African Caribbean in Barbados	AFR	African
HG02480	BB53	female	ACB	African Caribbean in Barbados	AFR	African
HG02481	BB54	male	ACB	African Caribbean in Barbados	AFR	African
HG02484	BB55	male	ACB	African Caribbean in Barbados	AFR	African
HG02485	BB55	female	ACB	African Caribbean in Barbados	AFR	African
HG02486	BB55	male	ACB	African Caribbean in Barbados	AFR	African
HG02489	BB45	male	ACB	African Caribbean in Barbados	AFR	African
HG02490	PK06	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02491	PK06	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02492	PK06	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02493	PK07	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02494	PK07	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02495	PK07	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02496	BB57	male	ACB	African Caribbean in Barbados	AFR	African
HG02497	BB57	female	ACB	African Caribbean in Barbados	AFR	African
HG02501	BB58	male	ACB	African Caribbean in Barbados	AFR	African
HG02502	BB58	female	ACB	African Caribbean in Barbados	AFR	African
HG02505	BB59	female	ACB	African Caribbean in Barbados	AFR	African
HG02508	BB60	female	ACB	African Caribbean in Barbados	AFR	African
HG02511	BB56	female	ACB	African Caribbean in Barbados	AFR	African
HG02512	VN087	male	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	East Asian
HG02513	VN087	female	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	East Asian
HG02514	VN087	male	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	East Asian
HG02521	VN090	male	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	East Asian
HG02522	VN090	female	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	East Asian
HG02523	VN090	female	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	East Asian
HG02524	VN91	male	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	East Asian
HG02525	VN91	female	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	East Asian
HG02526	VN91	female	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	East Asian
HG02536	BB61	male	ACB	African Caribbean in Barbados	AFR	African
HG02537	BB61	female	ACB	African Caribbean in Barbados	AFR	African
HG02541	BB63	male	ACB	African Caribbean in Barbados	AFR	African
HG02545	BB64	male	ACB	African Caribbean in Barbados	AFR	African
HG02546	BB64	female	ACB	African Caribbean in Barbados	AFR	African
HG02547	BB64	male	ACB	African Caribbean in Barbados	AFR	African
HG02549	BB65	female	ACB	African Caribbean in Barbados	AFR	African
HG02554	BB67	male	ACB	African Caribbean in Barbados	AFR	African
HG02555	BB67	female	ACB	African Caribbean in Barbados	AFR	African
HG02557	BB68	male	ACB	African Caribbean in Barbados	AFR	African
HG02558	BB68	female	ACB	African Caribbean in Barbados	AFR	African
HG02559	BB68	female	ACB	African Caribbean in Barbados	AFR	African
HG02561	GB18	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02562	GB18	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02563	GB18	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02567	GB20	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02568	GB20	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02569	GB20	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02570	GB21	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02571	GB21	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02572	GB21	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02573	GB22	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02574	GB22	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02575	GB22	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02577	BB69	female	ACB	African Caribbean in Barbados	AFR	African
HG02580	BB70	female	ACB	African Caribbean in Barbados	AFR	African
HG02582	GB23	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02583	GB23	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02584	GB23	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02585	GB24	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02586	GB24	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02587	GB24	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02588	GB25	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02589	GB25	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02590	GB25	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02594	GB27	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02595	GB27	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02596	GB27	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02597	PK08	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02599	PK08	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02600	PK09	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02601	PK09	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02602	PK09	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02603	PK10	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02604	PK10	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02605	PK10	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02610	GB28	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02611	GB28	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02612	GB28	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02613	GB29	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02614	GB29	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02615	GB29	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02620	GB31	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02621	GB31	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02622	GB31	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02623	GB32	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02624	GB32	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02625	GB32	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02628	GB33	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02629	GB33	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02630	GB33	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02634	GB35	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02635	GB35	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02636	GB35	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02642	GB37	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02643	GB37	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02644	GB37	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02645	GB38	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02646	GB38	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02647	GB38	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02648	PK11	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02649	PK11	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02650	PK11	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02651	PK12	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02652	PK12	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02653	PK12	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02654	PK13	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02655	PK13	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02656	PK13	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02657	PK14	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02658	PK14	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02659	PK14	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02660	PK15	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02661	PK15	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02662	PK15	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02666	GB40	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02667	GB40	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02668	GB40	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02675	GB43	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02676	GB43	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02677	GB43	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02678	GB44	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02679	GB44	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02680	GB44	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02681	PK16	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02682	PK16	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02683	PK16	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02684	PK17	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02685	PK17	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02686	PK17	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02687	PK18	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02688	PK18	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02689	PK18	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02690	PK19	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02691	PK19	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02692	PK19	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02694	PK20	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02696	PK21	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02697	PK21	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02698	PK21	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02699	PK22	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02700	PK22	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02701	PK22	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02702	GB45	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02703	GB45	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02704	GB45	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02715	GB50	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02716	GB50	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02717	GB50	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02721	GB52	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02722	GB52	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02723	GB52	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02724	PK23	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02725	PK23	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02726	PK23	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02727	PK24	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02728	PK24	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02729	PK24	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02731	PK25	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02733	PK26	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02734	PK26	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02735	PK26	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02736	PK27	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02737	PK27	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02738	PK27	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02756	GB53	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02757	GB53	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02758	GB53	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02759	GB54	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02760	GB54	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02761	GB54	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02762	GB55	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02763	GB55	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02764	GB55	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02768	GB57	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02769	GB57	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02770	GB57	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02771	GB58	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02772	GB58	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02773	GB58	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02774	PK28	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02775	PK28	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02776	PK28	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02778	PK29	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02779	PK29	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02780	PK30	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02781	PK30	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02783	PK31	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02784	PK31	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02785	PK31	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02786	PK32	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02787	PK32	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02788	PK32	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02789	PK33	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02790	PK33	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02791	PK33	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02792	PK34	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02793	PK34	female	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02794	PK34	male	PJL	Punjabi in Lahore,Pakistan	SAS	South Asian
HG02798	GB60	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02799	GB60	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02800	GB60	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02804	GB62	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02805	GB62	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02806	GB62	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02807	GB63	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02808	GB63	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02809	GB63	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02810	GB64	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02811	GB64	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02812	GB64	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02813	GB65	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02814	GB65	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02815	GB65	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02816	GB66	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02817	GB66	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02818	GB66	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02819	GB67	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02820	GB67	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02821	GB67	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02836	GB73	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02837	GB73	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02838	GB73	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02839	GB74	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02840	GB74	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02841	GB74	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02851	GB78	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02852	GB78	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02853	GB78	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02854	GB79	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02855	GB79	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02856	GB79	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02860	GB81	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02861	GB81	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02862	GB81	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02869	GB84	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02870	GB84	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02871	GB84	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02878	GB87	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02879	GB87	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02880	GB87	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02881	GB88	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02882	GB88	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02883	GB88	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02884	GB89	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02885	GB89	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02886	GB89	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02887	GB90	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02888	GB90	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02889	GB90	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02890	GB91	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02891	GB91	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02892	GB91	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02895	GB93	male	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02896	GB93	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02897	GB93	female	GWD	Gambian in Western Division, The Gambia	AFR	African
HG02922	NG06	female	ESN	Esan in Nigeria	AFR	African
HG02923	NG06	male	ESN	Esan in Nigeria	AFR	African
